date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:18:09	204814/204814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.eot	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:09	204814/204814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.eot?	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900d41d.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:09	80300/80300	---M--	200	added ('OK')	font/woff2	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.woff2	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.woff2	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:10	104280/104280	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.woff	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.woff	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:10	204528/204528	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.ttf	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.ttf	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:11	917575/917575	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.svg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-solid-900.svg	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:20%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/img/logo/pre-loader.gif	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/img/logo/pre-loader.gif	(from https://themetum.com/envato/wokoya/iconbar/style.css)
13:18:13	537868/537868	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Aug%202018%2000:59:22%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/icofont.woff2	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/icofont.woff2	(from https://themetum.com/envato/wokoya/iconbar/assets/css/icofont.min.css)
13:18:14	10956/10956	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Nov%202021%2013:16:22%20GMT	https://www.themetum.com/envato/wokoya/iconbar/assets/img/logo/pre-loader.gif	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/www.themetum.com/envato/wokoya/iconbar/assets/img/logo/pre-loader.50.delayed	(from https://themetum.com/envato/wokoya/iconbar/style.css)
13:18:15	645604/645604	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Aug%202018%2000:59:04%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/icofont.woff	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/icofont.woff	(from https://themetum.com/envato/wokoya/iconbar/assets/css/icofont.min.css)
13:18:15	61202/61202	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Aug%202021%2018:34:12%20GMT	https://themetum.com/envato/wokoya/iconbar/img/header-bg.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/header-bg.jpg	(from https://themetum.com/envato/wokoya/iconbar/style.css)
13:18:15	633/633	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2010:55:30%20GMT	https://themetum.com/envato/wokoya/iconbar/img/testicon.png	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/testicon.png	(from https://themetum.com/envato/wokoya/iconbar/style.css)
13:18:16	50692/50692	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Sep%202021%2007:20:46%20GMT	https://themetum.com/envato/wokoya/iconbar/img/hire-bg.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/hire-bg.jpg	(from https://themetum.com/envato/wokoya/iconbar/style.css)
13:18:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:25%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index.html)
13:18:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:25%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index.html)
13:18:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:26%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index.html)
13:18:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:26%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index.html)
13:18:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:27%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index.html)
